id	tf_uniprot_id	tf_uniprot_ac	gene_names	species
EXP040092	Q13127	REST_HUMAN	REST NRSF XBR	Homo sapiens
EXP040113	P29375	KDM5A_HUMAN	KDM5A JARID1A RBBP2 RBP2	Homo sapiens
EXP039670	P14921	ETS1_HUMAN	ETS1 EWSR2	Homo sapiens
EXP040082	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040250	Q9H9S0	None	None	Homo sapiens
EXP039581	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039550	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039452	Q96ME7	ZN512_HUMAN	ZNF512 KIAA1805	Homo sapiens
EXP039536	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039663	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039639	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040066	Q9BQA5	HINFP_HUMAN	HINFP MIZF ZNF743	Homo sapiens
EXP039514	Q16656	NRF1_HUMAN	NRF1	Homo sapiens
EXP039712	P10588	NR2F6_HUMAN	NR2F6 EAR2 ERBAL2	Homo sapiens
EXP040023	Q03060	CREM_HUMAN	CREM	Homo sapiens
EXP039440	Q9H582	None	None	Homo sapiens
EXP039667	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039459	Q6NT76	HMBX1_HUMAN	HMBOX1	Homo sapiens
EXP039390	Q15853	USF2_HUMAN	USF2 BHLHB12	Homo sapiens
EXP039467	P48382	RFX5_HUMAN	RFX5	Homo sapiens
EXP039481	P36956	SRBP1_HUMAN	SREBF1 BHLHD1 SREBP1	Homo sapiens
EXP039960	Q12772	SRBP2_HUMAN	SREBF2 BHLHD2 SREBP2	Homo sapiens
EXP039983	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039971	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039420	Q9NUA8	None	None	Homo sapiens
EXP039835	P15336	ATF2_HUMAN	ATF2 CREB2 CREBP1	Homo sapiens
EXP039957	Q9Y261	None	None	Homo sapiens
EXP040038	Q99583	MNT_HUMAN	MNT BHLHD3 ROX	Homo sapiens
EXP039434	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039637	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039779	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039361	P18847	ATF3_HUMAN	ATF3	Homo sapiens
EXP039576	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039854	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039914	P50539	MXI1_HUMAN	MXI1 BHLHC11	Homo sapiens
EXP039609	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039373	Q15796	SMAD2_HUMAN	SMAD2 MADH2 MADR2	Homo sapiens
EXP039601	P17029	ZKSC1_HUMAN	ZKSCAN1 KOX18 ZNF139 ZNF36	Homo sapiens
EXP039662	Q9NQB0	None	None	Homo sapiens
EXP039674	Q13562	NDF1_HUMAN	NEUROD1 BHLHA3 NEUROD	Homo sapiens
EXP039692	Q01860	PO5F1_HUMAN	POU5F1 OCT3 OCT4 OTF3	Homo sapiens
EXP039743	P36956	SRBP1_HUMAN	SREBF1 BHLHD1 SREBP1	Homo sapiens
EXP039813	Q15797	SMAD1_HUMAN	SMAD1 BSP1 MADH1 MADR1	Homo sapiens
EXP039900	Q9UKY1	None	None	Homo sapiens
EXP040155	P14316	IRF2_HUMAN	IRF2	Homo sapiens
EXP040191	P41212	ETV6_HUMAN	ETV6 TEL TEL1	Homo sapiens
EXP039347	P41212	ETV6_HUMAN	ETV6 TEL TEL1	Homo sapiens
EXP039632	Q03060	CREM_HUMAN	CREM	Homo sapiens
EXP039940	Q99717	SMAD5_HUMAN	SMAD5 MADH5	Homo sapiens
EXP039331	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039507	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039845	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039929	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039474	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039569	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039952	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039341	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039869	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039321	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039856	O75030	MITF_HUMAN	MITF BHLHE32	Homo sapiens
EXP039857	Q16621	NFE2_HUMAN	NFE2	Homo sapiens
EXP040084	O96006	ZBED1_HUMAN	ZBED1 ALTE DREF KIAA0785 TRAMP	Homo sapiens
EXP039721	Q86T24	KAISO_HUMAN	ZBTB33 KAISO ZNF348	Homo sapiens
EXP039763	P18847	ATF3_HUMAN	ATF3	Homo sapiens
EXP039825	P61244	MAX_HUMAN	MAX BHLHD4	Homo sapiens
EXP040106	P25490	TYY1_HUMAN	YY1 INO80S	Homo sapiens
EXP039745	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039337	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039311	Q13398	ZN211_HUMAN	ZNF211	Homo sapiens
EXP039318	Q02447	SP3_HUMAN	SP3	Homo sapiens
EXP039322	Q9BU19	ZN692_HUMAN	ZNF692	Homo sapiens
EXP039330	Q96MX3	ZNF48_HUMAN	ZNF48 ZNF553	Homo sapiens
EXP039338	Q9BWM5	ZN416_HUMAN	ZNF416	Homo sapiens
EXP039340	Q8NBF1	GLIS1_HUMAN	GLIS1	Homo sapiens
EXP039343	Q2M1K9	ZN423_HUMAN	ZNF423 KIAA0760 NPHP14 OAZ	Homo sapiens
EXP039352	A8K8V0	ZN785_HUMAN	ZNF785	Homo sapiens
EXP039371	Q9UID6	None	None	Homo sapiens
EXP039375	Q9H4T2	None	None	Homo sapiens
EXP039381	P17023	ZNF19_HUMAN	ZNF19 KOX12	Homo sapiens
EXP039393	Q3KP31	ZN791_HUMAN	ZNF791	Homo sapiens
EXP039405	P10070	GLI2_HUMAN	GLI2 THP	Homo sapiens
EXP039409	Q52M93	Z585B_HUMAN	ZNF585B	Homo sapiens
EXP039411	Q494X3	ZN404_HUMAN	ZNF404	Homo sapiens
EXP039415	Q9UKN5	None	None	Homo sapiens
EXP039418	Q6ZNG1	ZN600_HUMAN	ZNF600	Homo sapiens
EXP039425	Q96T92	INSM2_HUMAN	INSM2 IA6 Nbla106	Homo sapiens
EXP039431	Q8IZC7	ZN101_HUMAN	ZNF101	Homo sapiens
EXP039450	Q9UEG4	None	None	Homo sapiens
EXP039451	Q5TYW1	ZN658_HUMAN	ZNF658	Homo sapiens
EXP039458	P21506	ZNF10_HUMAN	ZNF10 KOX1	Homo sapiens
EXP039470	P17028	ZNF24_HUMAN	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens
EXP039476	Q6ZR52	ZN493_HUMAN	ZNF493	Homo sapiens
EXP039484	Q13351	KLF1_HUMAN	KLF1 EKLF	Homo sapiens
EXP039503	P10074	TZAP_HUMAN	ZBTB48 HKR3 TZAP ZNF855	Homo sapiens
EXP039511	P11161	EGR2_HUMAN	EGR2 KROX20	Homo sapiens
EXP039515	O95409	ZIC2_HUMAN	ZIC2	Homo sapiens
EXP039517	Q6ZSB9	ZBT49_HUMAN	ZBTB49 ZNF509	Homo sapiens
EXP039526	Q8TDD2	SP7_HUMAN	SP7 OSX	Homo sapiens
EXP039529	Q9P2J8	None	None	Homo sapiens
EXP039533	Q9C0K0	BC11B_HUMAN	BCL11B CTIP2 RIT1	Homo sapiens
EXP039543	Q9NV72	None	None	Homo sapiens
EXP039555	Q5JT82	KLF17_HUMAN	KLF17 ZNF393	Homo sapiens
EXP039559	Q9NQV6	None	None	Homo sapiens
EXP039565	Q8ND82	Z280C_HUMAN	ZNF280C SUHW3 ZNF633	Homo sapiens
EXP039570	Q96C55	ZN524_HUMAN	ZNF524	Homo sapiens
EXP039596	Q9BYN7	ZN341_HUMAN	ZNF341	Homo sapiens
EXP039611	P17020	ZNF16_HUMAN	ZNF16 HZF1 KOX9	Homo sapiens
EXP039613	Q96MR9	ZN560_HUMAN	ZNF560	Homo sapiens
EXP039621	Q9BWW7	SCRT1_HUMAN	SCRT1	Homo sapiens
EXP039626	Q9C0A1	ZFHX2_HUMAN	ZFHX2 KIAA1056 KIAA1762 ZNF409	Homo sapiens
EXP039653	Q9ULD5	None	None	Homo sapiens
EXP039671	A6NGD5	ZSA5C_HUMAN	ZSCAN5C ZSCAN5CP	Homo sapiens
EXP039679	Q6ZSZ6	TSH1_HUMAN	TSHZ1 SDCCAG33 TSH1	Homo sapiens
EXP039681	Q13886	KLF9_HUMAN	KLF9 BTEB BTEB1	Homo sapiens
EXP039688	Q9Y5A6	None	None	Homo sapiens
EXP039690	Q9NQX0	None	None	Homo sapiens
EXP039694	Q96EG3	ZN837_HUMAN	ZNF837	Homo sapiens
EXP039697	O95125	ZN202_HUMAN	ZNF202 ZKSCAN10	Homo sapiens
EXP039715	O75626	PRDM1_HUMAN	PRDM1 BLIMP1	Homo sapiens
EXP039717	Q9NSC2	None	None	Homo sapiens
EXP039719	P52738	ZN140_HUMAN	ZNF140	Homo sapiens
EXP039729	Q8IVP9	ZN547_HUMAN	ZNF547	Homo sapiens
EXP039730	P19544	WT1_HUMAN	WT1	Homo sapiens
EXP039736	Q9UJL9	None	None	Homo sapiens
EXP039739	P56270	MAZ_HUMAN	MAZ ZNF801	Homo sapiens
EXP039747	Q8N9Z0	ZN610_HUMAN	ZNF610	Homo sapiens
EXP039749	P98169	ZXDB_HUMAN	ZXDB	Homo sapiens
EXP039754	Q16600	ZN239_HUMAN	ZNF239 HOK2 MOK2	Homo sapiens
EXP039764	Q8NEK5	ZN548_HUMAN	ZNF548	Homo sapiens
EXP039765	Q96NJ6	ZFP3_HUMAN	ZFP3 ZNF752	Homo sapiens
EXP039766	Q9BUG6	ZSA5A_HUMAN	ZSCAN5A ZNF495 ZSCAN5	Homo sapiens
EXP039773	Q6P9A1	ZN530_HUMAN	ZNF530 KIAA1508	Homo sapiens
EXP039784	Q9H165	BC11A_HUMAN	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	Homo sapiens
EXP039786	Q9BSG1	ZNF2_HUMAN	ZNF2 ZNF661	Homo sapiens
EXP039792	Q14584	ZN266_HUMAN	ZNF266 KIAA2007	Homo sapiens
EXP039795	Q9NPC7	None	None	Homo sapiens
EXP039811	Q9BXK1	KLF16_HUMAN	KLF16 BTEB4 NSLP2	Homo sapiens
EXP039815	Q9UK33	None	None	Homo sapiens
EXP039821	Q9NR11	None	None	Homo sapiens
EXP039827	Q8N3J9	ZN664_HUMAN	ZNF664 ZFOC1 ZNF176	Homo sapiens
EXP039828	P52736	ZN133_HUMAN	ZNF133 ZNF150	Homo sapiens
EXP039829	Q9UJN7	None	None	Homo sapiens
EXP039838	Q13105	ZBT17_HUMAN	ZBTB17 MIZ1 ZNF151 ZNF60	Homo sapiens
EXP039844	Q12901	ZN155_HUMAN	ZNF155	Homo sapiens
EXP039853	Q15072	OZF_HUMAN	ZNF146 OZF	Homo sapiens
EXP039867	Q9HC78	None	None	Homo sapiens
EXP039876	Q02086	SP2_HUMAN	SP2 KIAA0048	Homo sapiens
EXP039879	Q8IZM8	ZN654_HUMAN	ZNF654	Homo sapiens
EXP039882	P10075	GLI4_HUMAN	GLI4 HKR4	Homo sapiens
EXP039894	P15336	ATF2_HUMAN	ATF2 CREB2 CREBP1	Homo sapiens
EXP039901	Q8N2R0	OSR2_HUMAN	OSR2	Homo sapiens
EXP039905	Q9NYW8	None	None	Homo sapiens
EXP039912	Q5TEC3	ZN697_HUMAN	ZNF697	Homo sapiens
EXP039916	O75123	ZN623_HUMAN	ZNF623 KIAA0628	Homo sapiens
EXP039920	Q9Y2K1	None	None	Homo sapiens
EXP039921	P36508	ZNF76_HUMAN	ZNF76 D6S229E ZNF523	Homo sapiens
EXP039926	Q5VTD9	GFI1B_HUMAN	GFI1B	Homo sapiens
EXP039951	Q8N8L2	ZN491_HUMAN	ZNF491	Homo sapiens
EXP039973	Q8N8C0	ZN781_HUMAN	ZNF781	Homo sapiens
EXP039975	Q96K75	ZN514_HUMAN	ZNF514	Homo sapiens
EXP039988	Q9NPA5	None	None	Homo sapiens
EXP039997	O75840	KLF7_HUMAN	KLF7 UKLF	Homo sapiens
EXP040002	Q9H4Z2	None	None	Homo sapiens
EXP040009	O75467	Z324A_HUMAN	ZNF324 ZNF324A	Homo sapiens
EXP040013	Q96GC6	ZN274_HUMAN	ZNF274 ZKSCAN19 SP2114	Homo sapiens
EXP040015	P17022	ZNF18_HUMAN	ZNF18 HDSG1 KOX11 ZKSCAN6 ZNF535	Homo sapiens
EXP040025	P17027	ZNF23_HUMAN	ZNF23 KOX16 ZNF359 ZNF612	Homo sapiens
EXP040029	Q8N8Y5	ZFP41_HUMAN	ZFP41	Homo sapiens
EXP040033	Q8NEM1	ZN680_HUMAN	ZNF680	Homo sapiens
EXP040035	Q96C28	ZN707_HUMAN	ZNF707	Homo sapiens
EXP040045	Q9BZE0	GLIS2_HUMAN	GLIS2 NKL	Homo sapiens
EXP040061	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040075	P52740	ZN132_HUMAN	ZNF132	Homo sapiens
EXP040099	Q3MJ62	ZSC23_HUMAN	ZSCAN23 ZNF390 ZNF453	Homo sapiens
EXP040105	O95600	KLF8_HUMAN	KLF8 BKLF3 ZNF741	Homo sapiens
EXP040109	Q6ZN18	AEBP2_HUMAN	AEBP2	Homo sapiens
EXP040111	Q9HBE1	None	None	Homo sapiens
EXP040124	Q9ULJ3	None	None	Homo sapiens
EXP040133	P17031	ZNF26_HUMAN	ZNF26 KOX20	Homo sapiens
EXP040143	Q6AHZ1	Z518A_HUMAN	ZNF518A KIAA0335 ZNF518	Homo sapiens
EXP040151	Q8N7K0	ZN433_HUMAN	ZNF433	Homo sapiens
EXP040163	O60315	ZEB2_HUMAN	ZEB2 KIAA0569 SIP1 ZFHX1B ZFX1B HRIHFB2411	Homo sapiens
EXP040172	P37275	ZEB1_HUMAN	ZEB1 AREB6 TCF8	Homo sapiens
EXP040173	P51786	ZN157_HUMAN	ZNF157	Homo sapiens
EXP040179	Q9UK11	None	None	Homo sapiens
EXP040182	Q3KQV3	ZN792_HUMAN	ZNF792	Homo sapiens
EXP040227	P28698	MZF1_HUMAN	MZF1 MZF ZNF42 ZSCAN6	Homo sapiens
EXP040230	Q9Y2Y9	None	None	Homo sapiens
EXP040237	Q9UL59	None	None	Homo sapiens
EXP040242	O14771	ZN213_HUMAN	ZNF213 ZKSCAN21	Homo sapiens
EXP040260	Q68DY1	ZN626_HUMAN	ZNF626	Homo sapiens
EXP040262	Q9Y2H8	None	None	Homo sapiens
EXP040268	Q9Y330	None	None	Homo sapiens
EXP040295	Q9BSK1	ZN577_HUMAN	ZNF577	Homo sapiens
EXP040296	Q6P280	ZN529_HUMAN	ZNF529 KIAA1615	Homo sapiens
EXP040301	Q8TD94	KLF14_HUMAN	KLF14 BTEB5	Homo sapiens
EXP040310	Q9UK13	None	None	Homo sapiens
EXP040311	Q15916	ZBTB6_HUMAN	ZBTB6 ZID ZNF482	Homo sapiens
EXP040319	Q9H5H4	None	None	Homo sapiens
EXP040324	P25490	TYY1_HUMAN	YY1 INO80S	Homo sapiens
EXP040325	Q6IQ21	ZN770_HUMAN	ZNF770	Homo sapiens
EXP039949	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039645	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039781	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039704	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039725	P13056	NR2C1_HUMAN	NR2C1 TR2	Homo sapiens
EXP039635	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039636	Q9BXK1	KLF16_HUMAN	KLF16 BTEB4 NSLP2	Homo sapiens
EXP040021	P10588	NR2F6_HUMAN	NR2F6 EAR2 ERBAL2	Homo sapiens
EXP040170	O75398	DEAF1_HUMAN	DEAF1 SPN ZMYND5	Homo sapiens
EXP039528	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039500	Q9BUY5	ZN426_HUMAN	ZNF426	Homo sapiens
EXP039714	Q6NX49	ZN544_HUMAN	ZNF544	Homo sapiens
EXP039770	Q8IZ26	ZNF34_HUMAN	ZNF34 KOX32	Homo sapiens
EXP039803	Q8NEP9	ZN555_HUMAN	ZNF555	Homo sapiens
EXP040074	Q8N143	BCL6B_HUMAN	BCL6B BAZF ZNF62	Homo sapiens
EXP039378	Q9Y543	None	None	Homo sapiens
EXP039478	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP039862	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP040158	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039699	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039377	P56270	MAZ_HUMAN	MAZ ZNF801	Homo sapiens
EXP039488	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039742	P11474	ERR1_HUMAN	ESRRA ERR1 ESRL1 NR3B1	Homo sapiens
EXP039953	Q16236	NF2L2_HUMAN	NFE2L2 NRF2	Homo sapiens
EXP039913	O14867	BACH1_HUMAN	BACH1	Homo sapiens
EXP039553	Q9H2P0	None	None	Homo sapiens
EXP039497	P18146	EGR1_HUMAN	EGR1 KROX24 ZNF225	Homo sapiens
EXP039527	Q86YP4	P66A_HUMAN	GATAD2A	Homo sapiens
EXP039676	P55317	FOXA1_HUMAN	FOXA1 HNF3A TCF3A	Homo sapiens
EXP039849	Q96AV8	E2F7_HUMAN	E2F7	Homo sapiens
EXP039982	Q9UJU2	None	None	Homo sapiens
EXP040239	Q13129	RLF_HUMAN	RLF	Homo sapiens
EXP040269	Q9NQV6	None	None	Homo sapiens
EXP039329	P55347	PKNX1_HUMAN	PKNOX1 PREP1	Homo sapiens
EXP039394	P41212	ETV6_HUMAN	ETV6 TEL TEL1	Homo sapiens
EXP039442	P17544	ATF7_HUMAN	ATF7 ATFA	Homo sapiens
EXP039494	P52747	ZN143_HUMAN	ZNF143 SBF STAF	Homo sapiens
EXP039593	Q9UL17	None	None	Homo sapiens
EXP039734	Q14653	IRF3_HUMAN	IRF3	Homo sapiens
EXP039774	P42224	STAT1_HUMAN	STAT1	Homo sapiens
EXP039881	Q13568	IRF5_HUMAN	IRF5	Homo sapiens
EXP039906	Q13887	KLF5_HUMAN	KLF5 BTEB2 CKLF IKLF	Homo sapiens
EXP039977	Q01201	RELB_HUMAN	RELB	Homo sapiens
EXP040085	P67809	YBOX1_HUMAN	YBX1 NSEP1 YB1	Homo sapiens
EXP040276	Q15797	SMAD1_HUMAN	SMAD1 BSP1 MADH1 MADR1	Homo sapiens
EXP040294	Q86T24	KAISO_HUMAN	ZBTB33 KAISO ZNF348	Homo sapiens
EXP040299	A0AVK6	E2F8_HUMAN	E2F8	Homo sapiens
EXP040304	Q66K89	E4F1_HUMAN	E4F1 E4F	Homo sapiens
EXP039552	O95625	ZBT11_HUMAN	ZBTB11	Homo sapiens
EXP039369	Q86T24	KAISO_HUMAN	ZBTB33 KAISO ZNF348	Homo sapiens
EXP039428	Q8N1G0	ZN687_HUMAN	ZNF687 KIAA1441	Homo sapiens
EXP039430	P16220	CREB1_HUMAN	CREB1	Homo sapiens
EXP039546	Q14469	HES1_HUMAN	HES1 BHLHB39 HL HRY	Homo sapiens
EXP039582	Q9Y2K1	None	None	Homo sapiens
EXP039617	P39880	CUX1_HUMAN	CUX1 CUTL1	Homo sapiens
EXP039631	Q01167	FOXK2_HUMAN	FOXK2 ILF ILF1	Homo sapiens
EXP039633	O94776	MTA2_HUMAN	MTA2 MTA1L1 PID	Homo sapiens
EXP039737	P22670	RFX1_HUMAN	RFX1	Homo sapiens
EXP039751	Q92610	ZN592_HUMAN	ZNF592 KIAA0211	Homo sapiens
EXP039775	P22670	RFX1_HUMAN	RFX1	Homo sapiens
EXP039917	P08047	SP1_HUMAN	SP1 TSFP1	Homo sapiens
EXP039948	O00712	NFIB_HUMAN	NFIB	Homo sapiens
EXP039996	O00712	NFIB_HUMAN	NFIB	Homo sapiens
EXP040006	Q96KM6	Z512B_HUMAN	ZNF512B KIAA1196	Homo sapiens
EXP040011	P55347	PKNX1_HUMAN	PKNOX1 PREP1	Homo sapiens
EXP040062	Q9Y6Q9	None	None	Homo sapiens
EXP040140	Q8WXI9	P66B_HUMAN	GATAD2B KIAA1150	Homo sapiens
EXP040176	Q99856	ARI3A_HUMAN	ARID3A DRIL1 DRIL3 DRX E2FBP1	Homo sapiens
EXP040247	P11474	ERR1_HUMAN	ESRRA ERR1 ESRL1 NR3B1	Homo sapiens
EXP040266	O75362	ZN217_HUMAN	ZNF217 ZABC1	Homo sapiens
EXP040280	Q96KM6	Z512B_HUMAN	ZNF512B KIAA1196	Homo sapiens
EXP040303	P17098	ZNF8_HUMAN	ZNF8	Homo sapiens
EXP040313	Q8N0Y2	ZN444_HUMAN	ZNF444 EZF2 ZSCAN17	Homo sapiens
EXP039980	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039886	Q8NDX6	ZN740_HUMAN	ZNF740 TB7	Homo sapiens
EXP039802	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039759	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039535	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039509	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040145	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039588	Q04206	TF65_HUMAN	RELA NFKB3	Homo sapiens
EXP040102	Q8TCN5	ZN507_HUMAN	ZNF507 KIAA1084	Homo sapiens
EXP039469	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039702	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040034	Q9Y3Q8	None	None	Homo sapiens
EXP040129	Q9Y543	None	None	Homo sapiens
EXP039628	Q8TAQ2	SMRC2_HUMAN	SMARCC2 BAF170	Homo sapiens
EXP039938	Q969G3	SMCE1_HUMAN	SMARCE1 BAF57	Homo sapiens
EXP039947	Q99583	MNT_HUMAN	MNT BHLHD3 ROX	Homo sapiens
EXP039976	P17028	ZNF24_HUMAN	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens
EXP040150	Q99081	HTF4_HUMAN	TCF12 BHLHB20 HEB HTF4	Homo sapiens
EXP040315	P17028	ZNF24_HUMAN	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens
EXP040116	Q00978	IRF9_HUMAN	IRF9 ISGF3G	Homo sapiens
EXP039724	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP039584	Q9Y543	None	None	Homo sapiens
EXP039650	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP040177	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP040178	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP039722	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP039641	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP039806	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039831	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039866	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039941	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039413	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039848	Q99717	SMAD5_HUMAN	SMAD5 MADH5	Homo sapiens
EXP039700	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040077	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039477	Q9NPC7	None	None	Homo sapiens
EXP039480	P36402	TCF7_HUMAN	TCF7 TCF1	Homo sapiens
EXP039655	Q14186	TFDP1_HUMAN	TFDP1 DP1	Homo sapiens
EXP039843	Q01196	RUNX1_HUMAN	RUNX1 AML1 CBFA2	Homo sapiens
EXP040037	Q16656	NRF1_HUMAN	NRF1	Homo sapiens
EXP039518	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039332	Q16656	NRF1_HUMAN	NRF1	Homo sapiens
EXP039376	Q92610	ZN592_HUMAN	ZNF592 KIAA0211	Homo sapiens
EXP039444	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039539	P11474	ERR1_HUMAN	ESRRA ERR1 ESRL1 NR3B1	Homo sapiens
EXP039563	P19419	ELK1_HUMAN	ELK1	Homo sapiens
EXP039577	O60675	MAFK_HUMAN	MAFK	Homo sapiens
EXP039585	P17029	ZKSC1_HUMAN	ZKSCAN1 KOX18 ZNF139 ZNF36	Homo sapiens
EXP039654	P56270	MAZ_HUMAN	MAZ ZNF801	Homo sapiens
EXP039668	Q13330	MTA1_HUMAN	MTA1	Homo sapiens
EXP039756	O15156	ZBT7B_HUMAN	ZBTB7B ZBTB15 ZFP67 ZNF857B	Homo sapiens
EXP039793	Q99583	MNT_HUMAN	MNT BHLHD3 ROX	Homo sapiens
EXP039809	Q9BTC8	MTA3_HUMAN	MTA3 KIAA1266	Homo sapiens
EXP039893	P48382	RFX5_HUMAN	RFX5	Homo sapiens
EXP039931	Q9UKL0	None	None	Homo sapiens
EXP039990	P17544	ATF7_HUMAN	ATF7 ATFA	Homo sapiens
EXP040095	Q15233	NONO_HUMAN	NONO NRB54	Homo sapiens
EXP040137	P01100	FOS_HUMAN	FOS G0S7	Homo sapiens
EXP040141	P55317	FOXA1_HUMAN	FOXA1 HNF3A TCF3A	Homo sapiens
EXP040264	Q13562	NDF1_HUMAN	NEUROD1 BHLHA3 NEUROD	Homo sapiens
EXP039612	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039606	P19419	ELK1_HUMAN	ELK1	Homo sapiens
EXP039771	Q16236	NF2L2_HUMAN	NFE2L2 NRF2	Homo sapiens
EXP039798	Q15853	USF2_HUMAN	USF2 BHLHB12	Homo sapiens
EXP039888	P01100	FOS_HUMAN	FOS G0S7	Homo sapiens
EXP039939	O14503	BHE40_HUMAN	BHLHE40 BHLHB2 DEC1 SHARP2 STRA13	Homo sapiens
EXP039750	P15036	ETS2_HUMAN	ETS2	Homo sapiens
EXP040128	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039677	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039614	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP040017	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040193	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039666	Q06546	GABPA_HUMAN	GABPA E4TF1A	Homo sapiens
EXP039598	P50549	ETV1_HUMAN	ETV1 ER81	Homo sapiens
EXP039832	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039532	P17029	ZKSC1_HUMAN	ZKSCAN1 KOX18 ZNF139 ZNF36	Homo sapiens
EXP039557	Q16236	NF2L2_HUMAN	NFE2L2 NRF2	Homo sapiens
EXP040053	P52747	ZN143_HUMAN	ZNF143 SBF STAF	Homo sapiens
EXP040057	Q8TF68	ZN384_HUMAN	ZNF384 CAGH1 CIZ NMP4 TNRC1	Homo sapiens
EXP040292	P14921	ETS1_HUMAN	ETS1 EWSR2	Homo sapiens
EXP039453	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039320	O60315	ZEB2_HUMAN	ZEB2 KIAA0569 SIP1 ZFHX1B ZFX1B HRIHFB2411	Homo sapiens
EXP039368	Q16656	NRF1_HUMAN	NRF1	Homo sapiens
