id	tf_uniprot_id	tf_uniprot_ac	gene_names	species
EXP043847	P10038	MAB5_CAEEL	mab-5 C08C3.3	Caenorhabditis elegans
EXP043805	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP043732	O61735	CLOCK_DROME	Clk CLOCK jrk PAS1 CG7391	Drosophila melanogaster
EXP043753	Q8MNV9	Q8MNV9_CAEEL	sup-37 C01B7.1 CELE_C01B7.1	Caenorhabditis elegans
EXP043928	Q9XZS8	None	None	Drosophila melanogaster
EXP043668	Q86MJ3	Q86MJ3_CAEEL	hlh-30 CELE_W02C12.3 W02C12.3	Caenorhabditis elegans
EXP044075	Q22703	TFDP1_CAEEL	dpl-1 T23G7.1	Caenorhabditis elegans
EXP043419	Q86MJ3	Q86MJ3_CAEEL	hlh-30 CELE_W02C12.3 W02C12.3	Caenorhabditis elegans
EXP043814	Q65CM0	Q65CM0_CAEEL	nhr-76 C05G6.1 CELE_C05G6.1	Caenorhabditis elegans
EXP044103	G5EGD2	HIF1_CAEEL	hif-1 F38A6.3	Caenorhabditis elegans
EXP043660	O62183	O62183_CAEEL	aly-2 CELE_F23B2.6 F23B2.6	Caenorhabditis elegans
EXP043635	P41828	NHR23_CAEEL	nhr-23 chr-3 C01H6.5	Caenorhabditis elegans
EXP043759	Q9VQV3	None	None	Drosophila melanogaster
EXP043892	Q9VIY9	None	None	Drosophila melanogaster
EXP043418	Q17768	SPR3_CAEEL	spr-3 C07A12.5	Caenorhabditis elegans
EXP044067	E2QC93	E2QC93_DROME	CG12744 Dmel_CG12744	Drosophila melanogaster
EXP043819	Q9W3J9	None	None	Drosophila melanogaster
EXP044209	Q9V452	None	None	Drosophila melanogaster
EXP043911	Q20082	ZNF2_CAEEL	zfp-2 F35H8.3	Caenorhabditis elegans
EXP043715	Q22292	TBX8_CAEEL	tbx-8 T07C4.2	Caenorhabditis elegans
EXP044054	G5EDE1	G5EDE1_CAEEL	pag-3 CELE_F45B8.4 F45B8.4	Caenorhabditis elegans
EXP044206	G5EBU4	ZAG1_CAEEL	zag-1 F28F9.1	Caenorhabditis elegans
EXP044157	P08970	SUHW_DROME	su(Hw) CG8573	Drosophila melanogaster
EXP044116	O17894	O17894_CAEEL	unc-39 CELE_F56A12.1 F56A12.1	Caenorhabditis elegans
EXP043773	Q9VJ16	None	None	Drosophila melanogaster
EXP043682	Q24119	TRH_DROME	trh CG6883	Drosophila melanogaster
EXP043712	Q00G30	Q00G30_DROME	Snoo CG7093 CG7233 Dmel\\CG34421 dSki DskiL dSno dsno dSnoN dsnoN l(2)SH1402 l(2)SH2 1402 Sno SnoA SnoI SnoN snoN SnoN2 snoo CG34421 Dmel_CG34421	Drosophila melanogaster
EXP044101	G5EF71	G5EF71_CAEEL	med-1 CELE_T24D3.1 T24D3.1	Caenorhabditis elegans
EXP043722	Q9VM61	None	None	Drosophila melanogaster
EXP043581	O01789	SMC1_CAEEL	him-1 smc-1 F28B3.7	Caenorhabditis elegans
EXP044073	A1Z8R2	A1Z8R2_DROME	ADD1 CG8290 Dmel_CG8290	Drosophila melanogaster
EXP043492	P40657	SOX15_DROME	Sox15 SOX50E CG8404	Drosophila melanogaster
EXP043549	Q09534	Q09534_CAEEL	CELE_F10B5.3 F10B5.3	Caenorhabditis elegans
EXP043947	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP043774	Q9VNP4	None	None	Drosophila melanogaster
EXP043455	P34522	PROS1_CAEEL	pros-1 ceh-26 K12H4.1	Caenorhabditis elegans
EXP043845	Q9VD60	None	None	Drosophila melanogaster
EXP043898	Q24151	STAT_DROME	Stat92E MARE mrL Stat CG4257	Drosophila melanogaster
EXP044186	P06601	PRD_DROME	prd CG6716	Drosophila melanogaster
EXP043590	Q9W3Q5	None	None	Drosophila melanogaster
EXP043793	E1JJD1	E1JJD1_DROME	Mnt bHLHe43 CG2856 dMad Dmel\\CG13316 DmMnt dMnt dmnt EG:114E2.2 Mad Mad-3E MNT mnt CG13316 Dmel_CG13316	Drosophila melanogaster
EXP043625	Q9VZU5	None	None	Drosophila melanogaster
EXP043913	Q09565	NHR20_CAEEL	nhr-20 F43C1.4	Caenorhabditis elegans
EXP043622	P31264	HMPB_DROME	pb CG31481	Drosophila melanogaster
EXP044260	Q19787	BED3_CAEEL	bed-3 F25H8.6	Caenorhabditis elegans
EXP043676	P05205	HP1_DROME	Su(var)205 HP1 CG8409	Drosophila melanogaster
EXP043749	O62183	O62183_CAEEL	aly-2 CELE_F23B2.6 F23B2.6	Caenorhabditis elegans
EXP043782	Q9VID4	None	None	Drosophila melanogaster
EXP043933	Q9VRN4	None	None	Drosophila melanogaster
EXP043508	Q9VYW2	None	None	Drosophila melanogaster
EXP044032	Q01070	ESMC_DROME	HLHmgamma CG8333	Drosophila melanogaster
EXP043720	Q4V6Y7	Q4V6Y7_DROME	CG30431 Dmel_CG30431	Drosophila melanogaster
EXP043866	M9NE67	M9NE67_DROME	N 1.1 16-178 16-55 anon-EST:Liang-1.12 Ax Chp clone 1.12 Co co CT13012 Dmel\\CG3936 dNotch EG:140G11.1 EG:163A10.2 fa l(1)3Cb l(1)Ax l(1)N n[fah] nd NECD NICD notch RICN shd spl swb CG3936 Dmel_CG3936	Drosophila melanogaster
EXP043974	Q09604	VAB15_CAEEL	vab-15 R07B1.1	Caenorhabditis elegans
EXP044211	D3PFH7	D3PFH7_DROME	FoxL1 Dmel\\CG1132 Dmfd2 FD2 fd2 fd64A fd64A-RA CG1132 Dmel_CG1132	Drosophila melanogaster
EXP044286	Q9VX20	None	None	Drosophila melanogaster
EXP044022	Q9W0H9	None	None	Drosophila melanogaster
EXP044107	P10734	KNIR_DROME	kni NR0A1 CG4717	Drosophila melanogaster
EXP043891	P20482	CNC_DROME	cnc CG43286	Drosophila melanogaster
EXP043451	G5EDE2	G5EDE2_CAEEL	hpl-2 K01G5.2a CELE_K01G5.2 K01G5.2	Caenorhabditis elegans
EXP043523	Q9VC61	None	None	Drosophila melanogaster
EXP044179	Q9W0T1	None	None	Drosophila melanogaster
EXP043905	B6VQ99	B6VQ99_DROME	Neu2 Dmel\\CG7204 CG7204 Dmel_CG7204	Drosophila melanogaster
EXP044284	Q9VSE9	None	None	Drosophila melanogaster
EXP043837	Q9VML1	None	None	Drosophila melanogaster
EXP043936	O16748	O16748_CAEEL	ceh-82 CELE_F45C12.2 F45C12.2	Caenorhabditis elegans
EXP043755	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP043512	Q93246	DFSC1_CAEEL	dsc-1 C18B12.3	Caenorhabditis elegans
EXP043511	O61845	O61845_CAEEL	chd-7 CELE_T04D1.4 T04D1.4	Caenorhabditis elegans
EXP043953	Q9VZU3	None	None	Drosophila melanogaster
EXP043702	Q9VWL4	None	None	Drosophila melanogaster
EXP043880	O17593	O17593_CAEEL	fkh-10 C25A1.2 CELE_C25A1.2	Caenorhabditis elegans
EXP043802	Q9TZI2	None	None	Caenorhabditis elegans
EXP044251	P28515	ELT1_CAEEL	elt-1 W09C2.1	Caenorhabditis elegans
EXP043555	A8DY48	A8DY48_DROME	jing CG9397 Dmel_CG9397	Drosophila melanogaster
EXP043957	M9PDE2	M9PDE2_DROME	tio Dmel\\CG12630 Tio CG12630 Dmel_CG12630	Drosophila melanogaster
EXP043823	P07665	SRYB_DROME	Sry-beta Sry-b CG7938	Drosophila melanogaster
EXP043962	Q0IGT4	Q0IGT4_DROME	cato CG7760 Dmel_CG7760	Drosophila melanogaster
EXP044233	B7Z0N0	B7Z0N0_DROME	BEST:LD05530 Dmel\\CG5180 LD05530 CG5180 Dmel_CG5180	Drosophila melanogaster
EXP043750	E1JIH4	E1JIH4_DROME	Dmel\\CG8478 CG8478 Dmel_CG8478	Drosophila melanogaster
EXP044085	O01441	O01441_CAEEL	B0261.1 CELE_B0261.1	Caenorhabditis elegans
EXP043937	Q21701	NHR12_CAEEL	nhr-12 R04B5.4	Caenorhabditis elegans
EXP044077	P34021	ECR_DROME	EcR NR1H1 CG1765	Drosophila melanogaster
EXP043983	Q9VH87	None	None	Drosophila melanogaster
EXP043482	G5EGF8	G5EGF8_CAEEL	tlp-1 CELE_T23G4.1 T23G4.1	Caenorhabditis elegans
EXP043528	Q19691	TBX2_CAEEL	tbx-2 F21H11.3	Caenorhabditis elegans
EXP044019	A8JRE3	A8JRE3_DROME	woc Dmel\\CG5965 WOC Woc CG5965 Dmel_CG5965	Drosophila melanogaster
EXP043597	O01519	O01519_CAEEL	ets-7 CELE_F19F10.5 F19F10.5	Caenorhabditis elegans
EXP044227	G5ECG2	FOS1_CAEEL	fos-1 evl-5 F29G9.4	Caenorhabditis elegans
EXP043736	G5ECN8	G5ECN8_CAEEL	ces-1 CELE_F43G9.11 F43G9.11	Caenorhabditis elegans
EXP043864	G5EF11	G5EF11_CAEEL	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans
EXP043573	Q22289	TBX9_CAEEL	tbx-9 T07C4.6	Caenorhabditis elegans
EXP044231	G5EFY7	G5EFY7_CAEEL	pqm-1 CePqM132 CELE_F40F8.7 F40F8.7	Caenorhabditis elegans
EXP044215	Q95QA9	Q95QA9_CAEEL	fkh-2 CELE_T14G12.4 T14G12.4	Caenorhabditis elegans
EXP043538	Q9W1P8	None	None	Drosophila melanogaster
EXP043605	P34326	HM16_CAEEL	ceh-16 C13G5.1	Caenorhabditis elegans
EXP043489	Q86CW5	Q86CW5_DROME	Hmr BcDNA:LD22117 Dmel\\CG1619 HMR hmr Hmr-mel Hmr[[mel]] CG1619 Dmel_CG1619	Drosophila melanogaster
EXP043584	P42283	LOLA1_DROME	lola CG12052	Drosophila melanogaster
EXP043461	P41894	DEI_DROME	tx dei CG5441	Drosophila melanogaster
EXP043940	H2L0N3	H2L0N3_CAEEL	zip-4 CELE_Y44E3B.1 Y44E3B.1	Caenorhabditis elegans
EXP043551	G5ECG2	FOS1_CAEEL	fos-1 evl-5 F29G9.4	Caenorhabditis elegans
EXP043714	Q9TZI2	None	None	Caenorhabditis elegans
EXP043807	Q01295	BRC1_DROME	br Br-C CG11491	Drosophila melanogaster
EXP043781	Q9NK54	None	None	Drosophila melanogaster
EXP044068	P20482	CNC_DROME	cnc CG43286	Drosophila melanogaster
EXP043775	Q86P06	Q86P06_DROME	NfI CG2380-RB Dmel\\CG2380 NFI CG2380 Dmel_CG2380	Drosophila melanogaster
EXP044110	P45447	E78C_DROME	Eip78C NR1E1 CG18023	Drosophila melanogaster
EXP043745	P34684	LIN39_CAEEL	lin-39 ceh-15 C07H6.7	Caenorhabditis elegans
EXP044147	Q965P0	Q965P0_CAEEL	CELE_Y22D7AL.16 Y22D7AL.16	Caenorhabditis elegans
EXP043743	Q9VD04	None	None	Drosophila melanogaster
EXP044011	O16748	O16748_CAEEL	ceh-82 CELE_F45C12.2 F45C12.2	Caenorhabditis elegans
EXP044208	Q9V480	None	None	Drosophila melanogaster
EXP043630	O62609	O62609_DROME	Med anon-EST:Posey121 Dmel\\CG1775 dSmad4 E(zen)3 l(3)11m-254 l(3)12m-137 l(3)SG36 l(3)SG70 l(3)XIIm137 MED med Medea medea SMAD4 Smad4 smad4 CG1775 Dmel_CG1775	Drosophila melanogaster
EXP044241	Q10938	YWS2_CAEEL	B0310.2	Caenorhabditis elegans
EXP044097	O44743	O44743_CAEEL	let-607 CELE_F57B10.1 F57B10.1	Caenorhabditis elegans
EXP044081	O02219	AHA1_CAEEL	aha-1 C25A1.11	Caenorhabditis elegans
EXP043683	Q9VYG4	None	None	Drosophila melanogaster
EXP044047	Q9VGQ5	None	None	Drosophila melanogaster
EXP043527	P34707	SKN1_CAEEL	skn-1 T19E7.2	Caenorhabditis elegans
EXP043574	G5EDT1	LIN35_CAEEL	lin-35 C32F10.2	Caenorhabditis elegans
EXP044213	Q18919	RCOR_CAEEL	spr-1 slr-10 D1014.8	Caenorhabditis elegans
EXP043730	M9PGS2	M9PGS2_DROME	usp 2C CF1 Cf1 cf1 Dmel\\CG4380 DmUSP DmUsp dmUSP dUSP EG:22E5.1 l(1)2Cf l(1)usp NR2B4 USP Usp XR2C CG4380 Dmel_CG4380	Drosophila melanogaster
EXP043995	P91868	SNPC4_CAEEL	snpc-4 gei-11 F32H2.1	Caenorhabditis elegans
EXP043659	P14003	HAIR_DROME	h CG6494	Drosophila melanogaster
EXP044243	Q9XUK7	None	None	Caenorhabditis elegans
EXP044132	Q17381	PHA4_CAEEL	pha-4 fkh-1 F38A6.1	Caenorhabditis elegans
EXP043960	Q29R10	Q29R10_DROME	anon-WO0118547.245 Dmel\\CG7987 CG7987 Dmel_CG7987	Drosophila melanogaster
EXP044177	Q94513	Q94513_DROME	BEAF-32 BEAF-32B CG10159 Dmel_CG10159	Drosophila melanogaster
EXP044283	Q86MJ3	Q86MJ3_CAEEL	hlh-30 CELE_W02C12.3 W02C12.3	Caenorhabditis elegans
EXP043679	Q9W1H0	None	None	Drosophila melanogaster
EXP043787	P91437	P91437_CAEEL	CELE_T07F8.4 T07F8.4	Caenorhabditis elegans
EXP044062	H2KZR6	H2KZR6_CAEEL	bcl-11 CELE_F13H6.1 F13H6.1	Caenorhabditis elegans
EXP043731	P25822	PUM_DROME	pum CG9755	Drosophila melanogaster
EXP043826	Q7JNN6	Q7JNN6_CAEEL	snpc-1.3 CELE_F08F3.9 F08F3.9	Caenorhabditis elegans
EXP043691	M9PGS2	M9PGS2_DROME	usp 2C CF1 Cf1 cf1 Dmel\\CG4380 DmUSP DmUsp dmUSP dUSP EG:22E5.1 l(1)2Cf l(1)usp NR2B4 USP Usp XR2C CG4380 Dmel_CG4380	Drosophila melanogaster
EXP043943	Q9VSL0	None	None	Drosophila melanogaster
EXP043456	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP044176	Q24256	BARH2_DROME	B-H2 BarH2 CG5488	Drosophila melanogaster
EXP043788	G5EF11	G5EF11_CAEEL	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans
EXP043626	Q2PE13	Q2PE13_DROME	Atf-2 CG44246 Dmel_CG44246	Drosophila melanogaster
EXP044275	Q9XVS4	None	None	Caenorhabditis elegans
EXP043704	Q86MH8	Q86MH8_CAEEL	dve-1 CELE_ZK1193.5 ZK1193.5	Caenorhabditis elegans
EXP043677	Q966B8	Q966B8_CAEEL	nhr-237 CELE_Y46H3D.6 Y46H3D.6	Caenorhabditis elegans
EXP044237	P20009	DLL_DROME	Dll Ba BR CG3629	Drosophila melanogaster
EXP044033	Q19753	YU0O_CAEEL	F23B12.7	Caenorhabditis elegans
EXP044006	Q09228	EGL27_CAEEL	egl-27 C04A2.3	Caenorhabditis elegans
EXP043760	G5EFF5	DAF12_CAEEL	daf-12 F11A1.3	Caenorhabditis elegans
EXP044064	Q9VUG3	None	None	Drosophila melanogaster
EXP044036	B3GWA6	B3GWA6_CAEEL	atf-7 C07G2.2 CELE_C07G2.2	Caenorhabditis elegans
EXP044100	Q9NLC2	None	None	Caenorhabditis elegans
EXP043705	Q94165	HM34_CAEEL	ceh-34 C10G8.6	Caenorhabditis elegans
EXP043949	Q5U110	Q5U110_DROME	Dad 1883 anon-EST:fe1F5 DAD dad Dad1 Dmel\\CG5201 EP(3)3196 EP3196 l(3)j1E4 CG5201 Dmel_CG5201	Drosophila melanogaster
EXP043751	Q9VGZ5	None	None	Drosophila melanogaster
EXP043881	Q9VSL1	None	None	Drosophila melanogaster
EXP043886	Q21502	MEP1_CAEEL	mep-1 M04B2.1	Caenorhabditis elegans
EXP044099	Q24168	ORC2_DROME	Orc2 CG3041	Drosophila melanogaster
EXP043734	G5ECR9	G5ECR9_CAEEL	unc-55 CELE_F55D12.4 F55D12.4	Caenorhabditis elegans
EXP042543	P45968	CEC3_CAEEL	cec-3 eap-1 T09A5.8	Caenorhabditis elegans
EXP042534	P91868	SNPC4_CAEEL	snpc-4 gei-11 F32H2.1	Caenorhabditis elegans
EXP042519	P34708	TRA1_CAEEL	tra-1 her-2 Y47D3A.6	Caenorhabditis elegans
EXP042524	P34708	TRA1_CAEEL	tra-1 her-2 Y47D3A.6	Caenorhabditis elegans
EXP042521	P34708	TRA1_CAEEL	tra-1 her-2 Y47D3A.6	Caenorhabditis elegans
EXP042504	G5EGE9	DPY26_CAEEL	dpy-26 C25G4.5	Caenorhabditis elegans
EXP042506	Q95XZ5	NPBL_CAEEL	pqn-85 Y43H11AL.3	Caenorhabditis elegans
EXP042507	P34341	KLE2_CAEEL	kle-2 C29E4.2	Caenorhabditis elegans
EXP042478	Q19345	NHR25_CAEEL	nhr-25 F11C1.6	Caenorhabditis elegans
EXP042473	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP042471	G5EF11	G5EF11_CAEEL	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans
EXP042469	G5EDT1	LIN35_CAEEL	lin-35 C32F10.2	Caenorhabditis elegans
EXP042467	G5EF11	G5EF11_CAEEL	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans
EXP042466	Q22703	TFDP1_CAEEL	dpl-1 T23G7.1	Caenorhabditis elegans
EXP042464	G5EDE2	G5EDE2_CAEEL	hpl-2 K01G5.2a CELE_K01G5.2 K01G5.2	Caenorhabditis elegans
EXP042463	G5EDT1	LIN35_CAEEL	lin-35 C32F10.2	Caenorhabditis elegans
EXP042331	G5EDU4	G5EDU4_CAEEL	eor-1 CELE_R11E3.6 R11E3.6	Caenorhabditis elegans
EXP042327	P20271	HM14_CAEEL	ceh-14 F46C8.5	Caenorhabditis elegans
EXP042317	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP042316	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP042313	Q17381	PHA4_CAEEL	pha-4 fkh-1 F38A6.1	Caenorhabditis elegans
EXP042312	Q17381	PHA4_CAEEL	pha-4 fkh-1 F38A6.1	Caenorhabditis elegans
EXP042305	Q06211	MMS1_YEAST	MMS1 KIM3 RTT108 SLM6 YPR164W	Saccharomyces cerevisiae
EXP042281	P40356	MED3_YEAST	PGD1 HRS1 MED3 YGL025C	Saccharomyces cerevisiae
EXP042274	P40356	MED3_YEAST	PGD1 HRS1 MED3 YGL025C	Saccharomyces cerevisiae
EXP042280	P47821	SSN8_YEAST	SSN8 GIG3 NUT9 SRB11 UME3 YNL025C N2805	Saccharomyces cerevisiae
EXP042220	P20050	HOP1_YEAST	HOP1 YIL072W	Saccharomyces cerevisiae
EXP042216	P20050	HOP1_YEAST	HOP1 YIL072W	Saccharomyces cerevisiae
EXP042213	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP042215	P20050	HOP1_YEAST	HOP1 YIL072W	Saccharomyces cerevisiae
EXP042212	P20050	HOP1_YEAST	HOP1 YIL072W	Saccharomyces cerevisiae
EXP042194	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP042192	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP042118	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042117	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042115	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042114	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042113	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042112	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042106	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042104	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042102	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042101	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042100	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042099	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042098	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042094	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042091	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042090	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042089	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042087	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042085	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042084	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042082	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042081	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042093	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042080	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042079	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042078	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042077	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042076	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042075	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042074	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042073	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042072	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042071	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	Saccharomyces cerevisiae
EXP042022	P47037	SMC3_YEAST	SMC3 YJL074C J1049	Saccharomyces cerevisiae
EXP042021	P47037	SMC3_YEAST	SMC3 YJL074C J1049	Saccharomyces cerevisiae
EXP042020	P47037	SMC3_YEAST	SMC3 YJL074C J1049	Saccharomyces cerevisiae
EXP042019	P47037	SMC3_YEAST	SMC3 YJL074C J1049	Saccharomyces cerevisiae
EXP042018	P32908	SMC1_YEAST	SMC1 CHL10 YFL008W	Saccharomyces cerevisiae
EXP042017	P32908	SMC1_YEAST	SMC1 CHL10 YFL008W	Saccharomyces cerevisiae
EXP042016	P32908	SMC1_YEAST	SMC1 CHL10 YFL008W	Saccharomyces cerevisiae
EXP042001	Q12172	YRR1_YEAST	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae
EXP042000	Q12172	YRR1_YEAST	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae
EXP041999	Q12172	YRR1_YEAST	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae
EXP041998	Q12172	YRR1_YEAST	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae
EXP041996	Q12172	YRR1_YEAST	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae
EXP041988	P00549	KPYK1_YEAST	CDC19 PYK1 YAL038W	Saccharomyces cerevisiae
EXP041987	P00549	KPYK1_YEAST	CDC19 PYK1 YAL038W	Saccharomyces cerevisiae
EXP041986	P40510	SER33_YEAST	SER33 YIL074C	Saccharomyces cerevisiae
EXP041983	P10659	METK1_YEAST	SAM1 ETH10 YLR180W L9470.9	Saccharomyces cerevisiae
EXP041957	Q04002	SCC2_YEAST	SCC2 YDR180W YD9395.14	Saccharomyces cerevisiae
EXP041953	Q12188	REC8_YEAST	REC8 SPO69 YPR007C LPZ7C	Saccharomyces cerevisiae
EXP041951	Q12188	REC8_YEAST	REC8 SPO69 YPR007C LPZ7C	Saccharomyces cerevisiae
EXP041946	P31111	ZIP1_YEAST	ZIP1 YDR285W D9819.9	Saccharomyces cerevisiae
EXP041941	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP041940	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP041939	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP041938	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP041937	P47037	SMC3_YEAST	SMC3 YJL074C J1049	Saccharomyces cerevisiae
EXP041936	Q12188	REC8_YEAST	REC8 SPO69 YPR007C LPZ7C	Saccharomyces cerevisiae
EXP041934	P20050	HOP1_YEAST	HOP1 YIL072W	Saccharomyces cerevisiae
EXP041933	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP041932	P14291	RED1_YEAST	RED1 YLR263W L8479.6	Saccharomyces cerevisiae
EXP041921	P13586	ATC1_YEAST	PMR1 BSD1 SCC1 YGL167C G1666	Saccharomyces cerevisiae
EXP041920	P13586	ATC1_YEAST	PMR1 BSD1 SCC1 YGL167C G1666	Saccharomyces cerevisiae
EXP041919	P13586	ATC1_YEAST	PMR1 BSD1 SCC1 YGL167C G1666	Saccharomyces cerevisiae
EXP041909	P29055	TF2B_YEAST	SUA7 YPR086W P9513.4	Saccharomyces cerevisiae
EXP041907	P29055	TF2B_YEAST	SUA7 YPR086W P9513.4	Saccharomyces cerevisiae
EXP041903	P32561	RPD3_YEAST	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	Saccharomyces cerevisiae
EXP041899	P32561	RPD3_YEAST	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	Saccharomyces cerevisiae
EXP041898	P32561	RPD3_YEAST	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	Saccharomyces cerevisiae
EXP041880	P32558	SPT16_YEAST	SPT16 CDC68 SSF1 YGL207W	Saccharomyces cerevisiae
EXP041858	P39521	FHL1_YEAST	FHL1 YPR104C P8283.15	Saccharomyces cerevisiae
EXP041861	P39520	IFH1_YEAST	IFH1 RRP3 YLR223C L8083.9	Saccharomyces cerevisiae
EXP041853	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041852	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041851	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041850	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041849	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041848	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041847	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041846	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
