ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
76754	Mus musculus	GSM2109717	None	Embryonic Fibroblast	None	TERF2IP	76754_sort_peaks.narrowPeak.bed
76755	Mus musculus	GSM2109716	None	Embryonic Fibroblast	None	TERF2IP	76755_sort_peaks.narrowPeak.bed
76756	Mus musculus	GSM2109715	None	Embryonic Fibroblast	None	TERF2IP	76756_sort_peaks.narrowPeak.bed
76757	Mus musculus	GSM2109714	None	Embryonic Fibroblast	None	TERF2IP	76757_sort_peaks.narrowPeak.bed
76758	Mus musculus	GSM2109713	None	Embryonic Fibroblast	None	TERF2IP	76758_sort_peaks.narrowPeak.bed
76821	Mus musculus	GSM2029181	None	Preadipocyte	None	CREB1	76821_sort_peaks.narrowPeak.bed
76822	Mus musculus	GSM2029180	None	Preadipocyte	None	CREB1	76822_sort_peaks.narrowPeak.bed
76823	Mus musculus	GSM2029179	None	Preadipocyte	None	CREB1	76823_sort_peaks.narrowPeak.bed
76824	Mus musculus	GSM2029178	None	Preadipocyte	None	CEBPB	76824_sort_peaks.narrowPeak.bed
76825	Mus musculus	GSM2029177	None	Preadipocyte	None	CEBPB	76825_sort_peaks.narrowPeak.bed
76826	Mus musculus	GSM2029176	None	Preadipocyte	None	CEBPB	76826_sort_peaks.narrowPeak.bed
76840	Mus musculus	GSM2046618	None	Stem cell	None	GMNN	76840_sort_peaks.narrowPeak.bed
76841	Mus musculus	GSM2046617	None	Stem cell	None	GMNN	76841_sort_peaks.narrowPeak.bed
76842	Mus musculus	GSM2046612	None	Neural Progenitor Cell	None	GMNN	76842_sort_peaks.narrowPeak.bed
76843	Mus musculus	GSM2046611	None	Neural Progenitor Cell	None	GMNN	76843_sort_peaks.narrowPeak.bed
76865	Mus musculus	GSM1913011	None	Preadipocyte	None	CEBPB	76865_sort_peaks.narrowPeak.bed
76866	Mus musculus	GSM1913010	None	Preadipocyte	None	CEBPB	76866_sort_peaks.narrowPeak.bed
76867	Mus musculus	GSM1913009	None	Preadipocyte	None	CEBPB	76867_sort_peaks.narrowPeak.bed
76868	Mus musculus	GSM1913008	None	Preadipocyte	None	CEBPB	76868_sort_peaks.narrowPeak.bed
76869	Mus musculus	GSM1913069	None	Preadipocyte	None	KMT2B	76869_sort_peaks.narrowPeak.bed
76870	Mus musculus	GSM1913068	None	Preadipocyte	None	KMT2B	76870_sort_peaks.narrowPeak.bed
76871	Mus musculus	GSM1913015	None	Preadipocyte	None	EBF2	76871_sort_peaks.narrowPeak.bed
76872	Mus musculus	GSM1913014	None	Preadipocyte	None	EBF2	76872_sort_peaks.narrowPeak.bed
76873	Mus musculus	GSM1913013	None	Preadipocyte	None	EBF2	76873_sort_peaks.narrowPeak.bed
76874	Mus musculus	GSM1913012	None	Preadipocyte	None	EBF2	76874_sort_peaks.narrowPeak.bed
76899	Mus musculus	GSM1961096	C3H10T1/2	Mesenchymal Stem Cell	None	SIX1	76899_sort_peaks.narrowPeak.bed
76944	Mus musculus	GSM2102789	MIN6	Beta cell	None	NKX2-2	76944_sort_peaks.narrowPeak.bed
76945	Mus musculus	GSM2102788	MIN6	Beta cell	None	NKX2-2	76945_sort_peaks.narrowPeak.bed
76946	Mus musculus	GSM2102787	MIN6	Beta cell	None	NKX2-2	76946_sort_peaks.narrowPeak.bed
76953	Mus musculus	GSM2112344	None	Hepatocyte	None	CREB1	76953_sort_peaks.narrowPeak.bed
76954	Mus musculus	GSM2112343	None	Hepatocyte	None	CREB1	76954_sort_peaks.narrowPeak.bed
76955	Mus musculus	GSM2112342	None	Hepatocyte	None	CREB1	76955_sort_peaks.narrowPeak.bed
76956	Mus musculus	GSM2112341	None	Hepatocyte	None	CREB1	76956_sort_peaks.narrowPeak.bed
76957	Mus musculus	GSM2112340	None	Hepatocyte	None	CREB1	76957_sort_peaks.narrowPeak.bed
76972	Mus musculus	GSM2124211	Ainv15	Embryoid Bodies	None	NEUROG2	76972_sort_peaks.narrowPeak.bed
76973	Mus musculus	GSM2124210	Ainv15	Embryoid Bodies	None	NEUROG2	76973_sort_peaks.narrowPeak.bed
76978	Mus musculus	GSM1910639	None	Embryonic Stem Cell	None	PARP1	76978_sort_peaks.narrowPeak.bed
76979	Mus musculus	GSM1910638	None	Embryonic Stem Cell	None	PARP1	76979_sort_peaks.narrowPeak.bed
76980	Mus musculus	GSM2433221	None	MECs	Thymus	AIRE	76980_sort_peaks.narrowPeak.bed
76981	Mus musculus	GSM2433220	None	MECs	Thymus	AIRE	76981_sort_peaks.narrowPeak.bed
76982	Mus musculus	GSM2433229	None	MECs	Thymus	AIRE	76982_sort_peaks.narrowPeak.bed
76983	Mus musculus	GSM2433228	None	MECs	Thymus	AIRE	76983_sort_peaks.narrowPeak.bed
77003	Mus musculus	GSM2389983	None	Embryonic Stem Cell	None	DGCR8	77003_sort_peaks.narrowPeak.bed
77194	Mus musculus	GSM2522176	3T3-L1	Preadipocyte	Adipose	KMT2B	77194_sort_peaks.narrowPeak.bed
77207	Mus musculus	GSM2224545	None	Progenitor Cells	Bone Marrow	ASXL1	77207_sort_peaks.narrowPeak.bed
77235	Mus musculus	GSM2256720	None	None	Fetal Placenta	ZSCAN5B	77235_sort_peaks.narrowPeak.bed
77236	Mus musculus	GSM2256719	None	None	Fetal Placenta	ZSCAN5B	77236_sort_peaks.narrowPeak.bed
77272	Mus musculus	GSM1855709	MEFs	Embryonic Fibroblast	None	HDAC9	77272_sort_peaks.narrowPeak.bed
77273	Mus musculus	GSM1855708	MEFs	Embryonic Fibroblast	None	HDAC9	77273_sort_peaks.narrowPeak.bed
77312	Mus musculus	GSM2251617	None	None	testes	ARID4B	77312_sort_peaks.narrowPeak.bed
77321	Mus musculus	GSM2588428	None	Embryonic Stem Cell	None	KMT2B	77321_sort_peaks.narrowPeak.bed
77322	Mus musculus	GSM2588408	None	Embryonic Stem Cell	None	KMT2B	77322_sort_peaks.narrowPeak.bed
77365	Mus musculus	GSM2551922	None	None	Adipose	EBF2	77365_sort_peaks.narrowPeak.bed
77369	Mus musculus	GSM2142339	NIH-3T3	NIH/3T3	None	FAM60A	77369_sort_peaks.narrowPeak.bed
77370	Mus musculus	GSM2142337	None	Embryonic Stem Cell	None	FAM60A	77370_sort_peaks.narrowPeak.bed
77391	Mus musculus	GSM2058466	None	None	Heart	SAP130	77391_sort_peaks.narrowPeak.bed
77409	Mus musculus	GSM2424715	None	Embryonic Stem Cell	None	METTL3	77409_sort_peaks.narrowPeak.bed
77411	Mus musculus	GSM2424709	None	Embryonic Stem Cell	None	DGCR8	77411_sort_peaks.narrowPeak.bed
77413	Mus musculus	GSM2424706	None	Embryonic Stem Cell	None	DGCR8	77413_sort_peaks.narrowPeak.bed
77414	Mus musculus	GSM2424705	None	Embryonic Stem Cell	None	METTL3	77414_sort_peaks.narrowPeak.bed
77415	Mus musculus	GSM2424704	None	Embryonic Stem Cell	None	METTL3	77415_sort_peaks.narrowPeak.bed
77416	Mus musculus	GSM2424702	None	Embryonic Stem Cell	None	METTL3	77416_sort_peaks.narrowPeak.bed
77417	Mus musculus	GSM2424701	None	Embryonic Stem Cell	None	METTL3	77417_sort_peaks.narrowPeak.bed
77419	Mus musculus	GSM2424695	None	Embryonic Stem Cell	None	DGCR8	77419_sort_peaks.narrowPeak.bed
77420	Mus musculus	GSM2424694	None	Embryonic Stem Cell	None	DGCR8	77420_sort_peaks.narrowPeak.bed
77421	Mus musculus	GSM2252021	None	Embryonic Stem Cell	None	ZFP568	77421_sort_peaks.narrowPeak.bed
77426	Mus musculus	GSM2471917	None	T Lymphocyte	None	CBFB	77426_sort_peaks.narrowPeak.bed
77427	Mus musculus	GSM2471916	None	T Lymphocyte	None	CBFB	77427_sort_peaks.narrowPeak.bed
77439	Mus musculus	GSM1704280	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77439_sort_peaks.narrowPeak.bed
77440	Mus musculus	GSM1704279	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77440_sort_peaks.narrowPeak.bed
77441	Mus musculus	GSM1704278	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77441_sort_peaks.narrowPeak.bed
77442	Mus musculus	GSM1704277	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77442_sort_peaks.narrowPeak.bed
77443	Mus musculus	GSM1704275	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77443_sort_peaks.narrowPeak.bed
77444	Mus musculus	GSM1704274	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77444_sort_peaks.narrowPeak.bed
77445	Mus musculus	GSM1704273	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77445_sort_peaks.narrowPeak.bed
77446	Mus musculus	GSM1704272	2TS22C	Embryonic Stem Cell	Embryo	SOX2	77446_sort_peaks.narrowPeak.bed
77459	Mus musculus	GSM1887360	None	Embryonic Fibroblast	None	H2AFX	77459_sort_peaks.narrowPeak.bed
77460	Mus musculus	GSM1887359	None	Embryonic Fibroblast	None	H2AFX	77460_sort_peaks.narrowPeak.bed
77461	Mus musculus	GSM1887358	None	Embryonic Fibroblast	None	H2AFX	77461_sort_peaks.narrowPeak.bed
77462	Mus musculus	GSM1887357	None	Embryonic Fibroblast	None	H2AFX	77462_sort_peaks.narrowPeak.bed
77463	Mus musculus	GSM1887356	None	Embryonic Fibroblast	None	H2AFX	77463_sort_peaks.narrowPeak.bed
77464	Mus musculus	GSM1887355	None	Embryonic Fibroblast	None	H2AFX	77464_sort_peaks.narrowPeak.bed
77469	Mus musculus	GSM2104231	None	Mesenchymal Stem Cell	None	CEBPA	77469_sort_peaks.narrowPeak.bed
77470	Mus musculus	GSM2104230	None	Mesenchymal Stem Cell	None	CEBPA	77470_sort_peaks.narrowPeak.bed
77471	Mus musculus	GSM2104225	None	Mesenchymal Stem Cell	None	RXRG	77471_sort_peaks.narrowPeak.bed
77472	Mus musculus	GSM2104224	None	Mesenchymal Stem Cell	None	RXRG	77472_sort_peaks.narrowPeak.bed
77473	Mus musculus	GSM2104223	None	Mesenchymal Stem Cell	None	RXRG	77473_sort_peaks.narrowPeak.bed
77474	Mus musculus	GSM2104222	None	Mesenchymal Stem Cell	None	RXRG	77474_sort_peaks.narrowPeak.bed
77475	Mus musculus	GSM2104193	None	Mesenchymal Stem Cell	None	RXRG	77475_sort_peaks.narrowPeak.bed
77476	Mus musculus	GSM2104192	None	Mesenchymal Stem Cell	None	RXRG	77476_sort_peaks.narrowPeak.bed
77478	Mus musculus	GSM2104190	None	Mesenchymal Stem Cell	None	RXRG	77478_sort_peaks.narrowPeak.bed
77479	Mus musculus	GSM2104163	None	Mesenchymal Stem Cell	None	CEBPA	77479_sort_peaks.narrowPeak.bed
77480	Mus musculus	GSM2104162	None	Mesenchymal Stem Cell	None	CEBPA	77480_sort_peaks.narrowPeak.bed
77481	Mus musculus	GSM2104157	None	Mesenchymal Stem Cell	None	RXRG	77481_sort_peaks.narrowPeak.bed
77482	Mus musculus	GSM2104156	None	Mesenchymal Stem Cell	None	RXRG	77482_sort_peaks.narrowPeak.bed
77483	Mus musculus	GSM2104155	None	Mesenchymal Stem Cell	None	RXRG	77483_sort_peaks.narrowPeak.bed
77484	Mus musculus	GSM2104154	None	Mesenchymal Stem Cell	None	RXRG	77484_sort_peaks.narrowPeak.bed
77485	Mus musculus	GSM2177167	None	None	Embryonic Limb	PBX3	77485_sort_peaks.narrowPeak.bed
77487	Mus musculus	GSM2165954	None	Mesenchymal Cell	Spleen	TLX1	77487_sort_peaks.narrowPeak.bed
77488	Mus musculus	GSM2165953	None	Mesenchymal Cell	Spleen	TLX1	77488_sort_peaks.narrowPeak.bed
77489	Mus musculus	GSM1964752	None	T Lymphocyte	None	PRDM1	77489_sort_peaks.narrowPeak.bed
77490	Mus musculus	GSM1964751	None	Th17	None	PRDM1	77490_sort_peaks.narrowPeak.bed
77497	Mus musculus	GSM1656748	None	None	Brain	RARB	77497_sort_peaks.narrowPeak.bed
77520	Mus musculus	GSM2253720	None	Epiblast Stem Cell	None	T	77520_sort_peaks.narrowPeak.bed
81164	Mus musculus	GSM2885360	None	Macrophage	Bone Marrow	RELA	81164_sort_peaks.narrowPeak.bed
81166	Mus musculus	GSM2595133	None	Fibroblast	None	POLR2A	81166_sort_peaks.narrowPeak.bed
81172	Mus musculus	GSM2111732	None	Embryonic Stem Cell	None	ABCC9	81172_sort_peaks.narrowPeak.bed
81175	Mus musculus	GSM2111730	None	Embryonic Stem Cell	None	SRSF2	81175_sort_peaks.narrowPeak.bed
81177	Mus musculus	GSM2111731	None	Embryonic Stem Cell	None	SSRP1	81177_sort_peaks.narrowPeak.bed
81191	Mus musculus	GSM2948969	Cone_I_Y-209.11	iPSC	None	CTCF	81191_sort_peaks.narrowPeak.bed
81192	Mus musculus	GSM2948968	Amac_M_Y-30.02	iPSC	None	CTCF	81192_sort_peaks.narrowPeak.bed
81193	Mus musculus	GSM2948965	Mull_M_Y-rCr33.04	Muller Cell	None	CTCF	81193_sort_peaks.narrowPeak.bed
81194	Mus musculus	GSM2948964	Mull_M_Y-rCr33.01	Muller Cell	None	CTCF	81194_sort_peaks.narrowPeak.bed
81195	Mus musculus	GSM2948967	Mull_M_Y-263.08	Muller Cell	None	CTCF	81195_sort_peaks.narrowPeak.bed
81196	Mus musculus	GSM2948961	Bipo_I_Y-208.03	iPSC	None	CTCF	81196_sort_peaks.narrowPeak.bed
81197	Mus musculus	GSM2948960	Bipo_I_Y-rM0405	iPSC	None	CTCF	81197_sort_peaks.narrowPeak.bed
81198	Mus musculus	GSM2948963	207	Muller Cell	None	CTCF	81198_sort_peaks.narrowPeak.bed
81199	Mus musculus	GSM2948962	Bipo_I_Y-208.04	iPSC	None	CTCF	81199_sort_peaks.narrowPeak.bed
81211	Mus musculus	GSM2535381	None	None	Bone Marrow	CTCF	81211_sort_peaks.narrowPeak.bed
81212	Mus musculus	GSM2535380	None	None	Bone Marrow	CTCF	81212_sort_peaks.narrowPeak.bed
81215	Mus musculus	GSM2794808	RN2	Leukemic Blast Cell	Bone Marrow	TAF12	81215_sort_peaks.narrowPeak.bed
81237	Mus musculus	GSM2870298	None	Embryonic Stem Cell	None	CTCF	81237_sort_peaks.narrowPeak.bed
81241	Mus musculus	GSM2184261	None	resting	Spleen	H2AZ	81241_sort_peaks.narrowPeak.bed
81247	Mus musculus	GSM2418365	DN2	Thymocyte	None	CTCF	81247_sort_peaks.narrowPeak.bed
81248	Mus musculus	GSM2418364	DN2	Thymocyte	None	CTCF	81248_sort_peaks.narrowPeak.bed
81251	Mus musculus	GSM2418363	DN2	Thymocyte	None	CTCF	81251_sort_peaks.narrowPeak.bed
81252	Mus musculus	GSM2418362	DN2	Thymocyte	None	CTCF	81252_sort_peaks.narrowPeak.bed
81270	Mus musculus	GSM2585307	EpH4	None	None	MYC	81270_sort_peaks.narrowPeak.bed
81278	Mus musculus	GSM2585308	EpH4	None	None	MYC	81278_sort_peaks.narrowPeak.bed
81288	Mus musculus	GSM1588219	Raw 264.7	Macrophage	None	NOTCH1	81288_sort_peaks.narrowPeak.bed
81306	Mus musculus	GSM2587041	None	Embryonic Stem Cell	None	PRDM15	81306_sort_peaks.narrowPeak.bed
81307	Mus musculus	GSM2587040	None	Embryonic Stem Cell	None	PRDM15	81307_sort_peaks.narrowPeak.bed
81308	Mus musculus	GSM2587047	None	Embryonic Stem Cell	None	PRDM15	81308_sort_peaks.narrowPeak.bed
81309	Mus musculus	GSM2587045	None	Embryonic Stem Cell	None	PRDM15	81309_sort_peaks.narrowPeak.bed
81310	Mus musculus	GSM2587044	None	Embryonic Stem Cell	None	PRDM15	81310_sort_peaks.narrowPeak.bed
81327	Mus musculus	GSM2803615	None	Visual Cortex	Eye	DNMT3A	81327_sort_peaks.narrowPeak.bed
81330	Mus musculus	GSM2715145	Mouse embryonic stem cells	Embryonic Stem Cell	None	RXRA	81330_sort_peaks.narrowPeak.bed
81388	Mus musculus	GSM2986446	Neuro-2a	Neuroblastoma cell	None	TRIM28	81388_sort_peaks.narrowPeak.bed
81398	Mus musculus	GSM2948984	CTCF-NRL-Rod_M_N-P21	Rod	None	CTCF	81398_sort_peaks.narrowPeak.bed
81399	Mus musculus	GSM2453232	C127	Epithelium	None	CXXC1	81399_sort_peaks.narrowPeak.bed
81400	Mus musculus	GSM2453233	C127	Epithelium	None	CXXC1	81400_sort_peaks.narrowPeak.bed
81402	Mus musculus	GSM2453231	C127	Epithelium	None	CXXC1	81402_sort_peaks.narrowPeak.bed
81403	Mus musculus	GSM2453236	C127	Epithelium	None	CXXC1	81403_sort_peaks.narrowPeak.bed
81404	Mus musculus	GSM2453237	C127	Epithelium	None	CXXC1	81404_sort_peaks.narrowPeak.bed
81405	Mus musculus	GSM2453234	C127	Epithelium	None	CXXC1	81405_sort_peaks.narrowPeak.bed
81406	Mus musculus	GSM2453235	C127	Epithelium	None	CXXC1	81406_sort_peaks.narrowPeak.bed
81407	Mus musculus	GSM2453238	C127	Epithelium	None	CXXC1	81407_sort_peaks.narrowPeak.bed
81408	Mus musculus	GSM2453239	C127	Epithelium	None	CXXC1	81408_sort_peaks.narrowPeak.bed
81426	Mus musculus	GSM1694156	None	T Lymphocyte	Lymph Node	KMT2B	81426_sort_peaks.narrowPeak.bed
81427	Mus musculus	GSM1694154	None	T Lymphocyte	Lymph Node	KMT2B	81427_sort_peaks.narrowPeak.bed
81428	Mus musculus	GSM2986447	Neuro-2a	Neuroblastoma cell	None	TRIM28	81428_sort_peaks.narrowPeak.bed
81433	Mus musculus	GSM2733398	None	Neuron	Olfactory	LHX2	81433_sort_peaks.narrowPeak.bed
81443	Mus musculus	GSM2713705	CD-1	None	Forelimb	SMC1A	81443_sort_peaks.narrowPeak.bed
81451	Mus musculus	GSM2442961	mEpiSC OEC2	Epiblast Stem Cell	None	ZFP281	81451_sort_peaks.narrowPeak.bed
81482	Mus musculus	GSM2718346	None	Embryonic Fibroblast	None	POU5F1	81482_sort_peaks.narrowPeak.bed
81483	Mus musculus	GSM2718347	None	Intermediate	None	POU5F1	81483_sort_peaks.narrowPeak.bed
81484	Mus musculus	GSM2496947	DN2	Thymocyte	None	POLR2A	81484_sort_peaks.narrowPeak.bed
81485	Mus musculus	GSM2496946	DN2	Thymocyte	None	POLR2A	81485_sort_peaks.narrowPeak.bed
81486	Mus musculus	GSM2496944	DN2	Thymocyte	None	POLR2A	81486_sort_peaks.narrowPeak.bed
81487	Mus musculus	GSM2496943	DN2	Thymocyte	None	POLR2A	81487_sort_peaks.narrowPeak.bed
81488	Mus musculus	GSM2948941	Mull_M_Y-263.08	Muller Cell	None	BRD4	81488_sort_peaks.narrowPeak.bed
81490	Mus musculus	GSM2496949	DN2	Thymocyte	None	SMC3	81490_sort_peaks.narrowPeak.bed
81491	Mus musculus	GSM2496948	DN2	Thymocyte	None	SMC3	81491_sort_peaks.narrowPeak.bed
81500	Mus musculus	GSM2948966	Mull_M_Y-Cr143.01	Muller Cell	None	CTCF	81500_sort_peaks.narrowPeak.bed
81508	Mus musculus	GSM1936966	P19	Leukemia	None	PHF6	81508_sort_peaks.narrowPeak.bed
81537	Mus musculus	GSM2220088	T.T	None	Liver	POLR2A	81537_sort_peaks.narrowPeak.bed
81538	Mus musculus	GSM2387250	B3	B Lymphocyte	Blood	POLR2A	81538_sort_peaks.narrowPeak.bed
81539	Mus musculus	GSM2387251	B3	B Lymphocyte	Blood	POLR2A	81539_sort_peaks.narrowPeak.bed
81540	Mus musculus	GSM2387252	B3	B Lymphocyte	Blood	POLR2A	81540_sort_peaks.narrowPeak.bed
81541	Mus musculus	GSM2387253	B3	B Lymphocyte	Blood	POLR2A	81541_sort_peaks.narrowPeak.bed
81545	Mus musculus	GSM2579439	None	Erythroid Cell	Spleen	EZH2	81545_sort_peaks.narrowPeak.bed
81546	Mus musculus	GSM2579438	None	Erythroid Cell	Spleen	EZH2	81546_sort_peaks.narrowPeak.bed
81549	Mus musculus	GSM2579433	None	Erythroid Cell	Spleen	CTCF	81549_sort_peaks.narrowPeak.bed
81550	Mus musculus	GSM2579432	None	Erythroid Cell	Spleen	CTCF	81550_sort_peaks.narrowPeak.bed
81551	Mus musculus	GSM2579431	None	Erythroid Cell	Spleen	RAD21	81551_sort_peaks.narrowPeak.bed
81552	Mus musculus	GSM2579430	None	Erythroid Cell	Spleen	RAD21	81552_sort_peaks.narrowPeak.bed
81553	Mus musculus	GSM2579437	None	Erythroid Cell	Spleen	CTCF	81553_sort_peaks.narrowPeak.bed
81554	Mus musculus	GSM2579436	None	Erythroid Cell	Spleen	CTCF	81554_sort_peaks.narrowPeak.bed
81561	Mus musculus	GSM2845734	None	Macrophage	Bone Marrow	JUNB	81561_sort_peaks.narrowPeak.bed
81563	Mus musculus	GSM2845730	None	Macrophage	Bone Marrow	IRF8	81563_sort_peaks.narrowPeak.bed
81564	Mus musculus	GSM2845731	None	Macrophage	Bone Marrow	JUNB	81564_sort_peaks.narrowPeak.bed
81565	Mus musculus	GSM2845732	None	Macrophage	Bone Marrow	CEBPA	81565_sort_peaks.narrowPeak.bed
81566	Mus musculus	GSM2845733	None	Macrophage	Bone Marrow	IRF8	81566_sort_peaks.narrowPeak.bed
81574	Mus musculus	GSM2492283	MAST	Mast Cell	Bone Marrow	POLR2A	81574_sort_peaks.narrowPeak.bed
81583	Mus musculus	GSM2845659	372	Macrophage	Bone Marrow	RELA	81583_sort_peaks.narrowPeak.bed
81589	Mus musculus	GSM2845651	None	Macrophage	Bone Marrow	EP300	81589_sort_peaks.narrowPeak.bed
81590	Mus musculus	GSM2845650	None	Macrophage	Bone Marrow	EP300	81590_sort_peaks.narrowPeak.bed
81591	Mus musculus	GSM2845657	372	Macrophage	Bone Marrow	RELA	81591_sort_peaks.narrowPeak.bed
81592	Mus musculus	GSM2845656	372	Macrophage	Bone Marrow	RELA	81592_sort_peaks.narrowPeak.bed
81593	Mus musculus	GSM2845655	372	Macrophage	Bone Marrow	RELA	81593_sort_peaks.narrowPeak.bed
81594	Mus musculus	GSM2845654	372	Macrophage	Bone Marrow	RELA	81594_sort_peaks.narrowPeak.bed
81636	Mus musculus	GSM2198478	None	Fibroblast	None	FOSL2	81636_sort_peaks.narrowPeak.bed
81637	Mus musculus	GSM2198479	None	Fibroblast	None	FOSL2	81637_sort_peaks.narrowPeak.bed
81638	Mus musculus	GSM2907014	MLL-AF9	Leukemia Cell	None	CCNK	81638_sort_peaks.narrowPeak.bed
81640	Mus musculus	GSM2656054	MIN	Spermatocyte	testes	SPEN	81640_sort_peaks.narrowPeak.bed
81649	Mus musculus	GSM2634691	None	T Lymphocyte	Spleen	IRF4	81649_sort_peaks.narrowPeak.bed
81650	Mus musculus	GSM2634690	None	T Lymphocyte	Spleen	SPI1	81650_sort_peaks.narrowPeak.bed
81651	Mus musculus	GSM2634693	None	T Lymphocyte	Spleen	ETV6	81651_sort_peaks.narrowPeak.bed
81652	Mus musculus	GSM2634692	None	T Lymphocyte	Spleen	BATF	81652_sort_peaks.narrowPeak.bed
81653	Mus musculus	GSM2634694	None	T Lymphocyte	Spleen	MBOAT4	81653_sort_peaks.narrowPeak.bed
81654	Mus musculus	GSM2634697	None	T Lymphocyte	Spleen	ETV6	81654_sort_peaks.narrowPeak.bed
81655	Mus musculus	GSM2634696	None	T Lymphocyte	Spleen	IRF8	81655_sort_peaks.narrowPeak.bed
81657	Mus musculus	GSM2949229	AmacFibr_F_N-fG140.02	Fibroblast	None	POLR2A	81657_sort_peaks.narrowPeak.bed
81658	Mus musculus	GSM2949228	MullFibr_F_N-FCR02	Muller Cell	None	POLR2A	81658_sort_peaks.narrowPeak.bed
81681	Mus musculus	GSM2561926	TS/A clone F1	None	Liver	POLR2A	81681_sort_peaks.narrowPeak.bed
81682	Mus musculus	GSM2561927	TS/A clone F1	None	Liver	POLR2A	81682_sort_peaks.narrowPeak.bed
81685	Mus musculus	GSM2561928	TS/A clone F1	None	Liver	POLR2A	81685_sort_peaks.narrowPeak.bed
81686	Mus musculus	GSM2561929	TS/A clone F1	None	Liver	POLR2A	81686_sort_peaks.narrowPeak.bed
81687	Mus musculus	GSM2738352	None	None	Clear cell renal cell carcinoma tumor	KDM5C	81687_sort_peaks.narrowPeak.bed
81688	Mus musculus	GSM2907015	NIH-3T3	Fibroblast	Embryo	POLR2A	81688_sort_peaks.narrowPeak.bed
81689	Mus musculus	GSM2870297	None	Embryonic Stem Cell	None	RAD21	81689_sort_peaks.narrowPeak.bed
81697	Mus musculus	GSM2870294	None	Embryonic Stem Cell	None	CTCF	81697_sort_peaks.narrowPeak.bed
81706	Mus musculus	GSM2867721	None	Macrophage	Bone Marrow	SPI1	81706_sort_peaks.narrowPeak.bed
81720	Mus musculus	GSM2867725	None	Macrophage	Bone Marrow	RAD21	81720_sort_peaks.narrowPeak.bed
81722	Mus musculus	GSM2575693	None	Embryonic Stem Cell	None	KDM6A	81722_sort_peaks.narrowPeak.bed
81723	Mus musculus	GSM2575692	None	Embryonic Stem Cell	None	EP300	81723_sort_peaks.narrowPeak.bed
81772	Mus musculus	GSM2718362	None	Embryonic Fibroblast	None	POU5F1	81772_sort_peaks.narrowPeak.bed
81773	Mus musculus	GSM2718363	None	Embryonic Fibroblast	None	SOX2	81773_sort_peaks.narrowPeak.bed
81790	Mus musculus	GSM2184225	SCLC-24H	B Lymphocyte	Spleen	H2AZ	81790_sort_peaks.narrowPeak.bed
81810	Mus musculus	GSM2259749	None	Embryonic Fibroblast	None	POU5F1	81810_sort_peaks.narrowPeak.bed
81827	Mus musculus	GSM2387504	None	Treg cell	Lymph Node	FOXP3	81827_sort_peaks.narrowPeak.bed
81828	Mus musculus	GSM2387505	None	Treg cell	Lymph Node	FOXP3	81828_sort_peaks.narrowPeak.bed
81829	Mus musculus	GSM2387500	None	Treg cell	Lymph Node	FOXP3	81829_sort_peaks.narrowPeak.bed
81830	Mus musculus	GSM2387501	None	Treg cell	Lymph Node	FOXP3	81830_sort_peaks.narrowPeak.bed
81831	Mus musculus	GSM2387502	None	Treg cell	Lymph Node	FOXP3	81831_sort_peaks.narrowPeak.bed
81832	Mus musculus	GSM2387503	None	Treg cell	Lymph Node	FOXP3	81832_sort_peaks.narrowPeak.bed
81838	Mus musculus	GSM2579451	None	Erythroid Cell	Spleen	CTCF	81838_sort_peaks.narrowPeak.bed
81839	Mus musculus	GSM2579450	None	Erythroid Cell	Spleen	CTCF	81839_sort_peaks.narrowPeak.bed
81851	Mus musculus	GSM2640441	None	None	Liver	FOXA1	81851_sort_peaks.narrowPeak.bed
81852	Mus musculus	GSM2640440	None	None	Liver	FOXA1	81852_sort_peaks.narrowPeak.bed
81857	Mus musculus	GSM2845639	None	Macrophage	Bone Marrow	POLR2A	81857_sort_peaks.narrowPeak.bed
81858	Mus musculus	GSM2845638	None	Macrophage	Bone Marrow	POLR2A	81858_sort_peaks.narrowPeak.bed
81859	Mus musculus	GSM2845635	None	Macrophage	Bone Marrow	POLR2A	81859_sort_peaks.narrowPeak.bed
81860	Mus musculus	GSM2845634	None	Macrophage	Bone Marrow	POLR2A	81860_sort_peaks.narrowPeak.bed
81861	Mus musculus	GSM2845637	None	Macrophage	Bone Marrow	POLR2A	81861_sort_peaks.narrowPeak.bed
81862	Mus musculus	GSM2845636	None	Macrophage	Bone Marrow	POLR2A	81862_sort_peaks.narrowPeak.bed
81863	Mus musculus	GSM2845631	None	Macrophage	Bone Marrow	POLR2A	81863_sort_peaks.narrowPeak.bed
81864	Mus musculus	GSM2845630	None	Macrophage	Bone Marrow	POLR2A	81864_sort_peaks.narrowPeak.bed
81865	Mus musculus	GSM2845633	None	Macrophage	Bone Marrow	POLR2A	81865_sort_peaks.narrowPeak.bed
81866	Mus musculus	GSM2845632	None	Macrophage	Bone Marrow	POLR2A	81866_sort_peaks.narrowPeak.bed
